experiment_id,scenario,strategy,seed,robot_count,target_count,tasks_total,tasks_completed,tasks_failed,tasks_remaining,task_completion_rate,makespan_s,average_task_delay,average_task_delay_completed,deadline_violation_rate,deadline_violation_rate_completed,total_travel_distance,workload_balance,workload_balance_active,workload_balance_legacy_variance,travel_distance_balance,failure_recovery_time,replanning_frequency,allocation_instability,mean_decision_latency_ms,communication_messages,communication_bytes,rosbag_size_mb,source,exec_preemptions,task_redispatch,redispatch_per_task,failure_recovery_time_censored
exp_deadline_pressure_consensus_dbta_r10t50_seed03,deadline_pressure,consensus_dbta,3,10,50,50,48,0,2,0.96,365.0,85.37,75.35,0.36,0.3333,231.77,0.8862,0.8862,0.2525,0.8707,0.0,0.82,0.102,2.28,5,0,0.0,gazebo,0,3,0.0625,
exp_deadline_pressure_consensus_dbta_r10t50_seed04,deadline_pressure,consensus_dbta,4,10,50,50,45,0,5,0.9,373.0,100.09,74.1,0.36,0.2889,211.25,0.7879,0.7879,0.155,0.7682,0.0,1.61,0.2174,1.27,10,0,0.0,gazebo,0,5,0.1064,
exp_deadline_pressure_consensus_dbta_r10t50_seed05,deadline_pressure,consensus_dbta,5,10,50,50,48,0,2,0.96,375.0,84.28,74.87,0.5,0.4792,227.52,0.8862,0.8862,0.2525,0.7954,0.0,0.96,0.1224,1.78,6,0,0.0,gazebo,0,4,0.0816,
exp_deadline_pressure_rostam_ea_r10t50_seed01,deadline_pressure,rostam_ea,1,10,50,50,47,0,3,0.94,374.0,84.73,70.61,0.4,0.3617,240.43,0.8595,0.8595,0.2169,0.8528,0.0,0.96,0.125,48.62,6,0,0.0,gazebo,0,3,0.0625,
exp_deadline_pressure_rostam_ea_r10t50_seed02,deadline_pressure,rostam_ea,2,10,50,50,50,0,0,1.0,179.0,80.5,80.5,0.52,0.52,279.19,0.9124,0.9124,0.2941,0.8705,0.0,0.34,0.0196,185.16,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r10t50_seed03,deadline_pressure,rostam_ea,3,10,50,50,50,0,0,1.0,187.0,87.47,87.47,0.56,0.56,305.23,0.969,0.969,0.5556,0.9306,0.0,0.32,0.0196,187.0,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r10t50_seed04,deadline_pressure,rostam_ea,4,10,50,50,48,0,2,0.96,356.0,89.93,80.43,0.52,0.5,268.94,0.8727,0.8727,0.2294,0.8432,0.0,0.84,0.102,54.98,5,0,0.0,gazebo,0,2,0.0408,
exp_deadline_pressure_rostam_ea_r10t50_seed05,deadline_pressure,rostam_ea,5,10,50,50,46,0,4,0.92,379.0,97.69,79.23,0.52,0.4783,268.33,0.8817,0.8817,0.2604,0.8078,0.0,0.95,0.1277,59.37,6,0,0.0,gazebo,0,2,0.0426,
exp_mixed_stress_ahe_mrta_v3_r10t50_seed01,mixed_stress,ahe_mrta_v3,1,10,50,50,50,0,0,1.0,319.0,52.66,52.66,0.3,0.3,262.8,0.8446,0.8767,0.1786,0.8018,275.73,5.08,0.5294,27.45,27,0,0.0,gazebo,0,3,0.06,
exp_mixed_stress_ahe_mrta_v3_r10t50_seed02,mixed_stress,ahe_mrta_v3,2,10,50,50,49,0,1,0.98,369.0,66.67,61.3,0.4,0.3878,266.27,0.7388,0.7646,0.1054,0.7338,188.62,5.85,0.72,21.1,36,0,0.0,gazebo,0,5,0.1,
exp_mixed_stress_ahe_mrta_v3_r10t50_seed03,mixed_stress,ahe_mrta_v3,3,10,50,50,50,0,0,1.0,325.0,57.7,57.7,0.32,0.32,289.24,0.8389,0.8707,0.1724,0.8354,279.63,4.8,0.5098,28.05,26,0,0.0,gazebo,0,4,0.08,
exp_mixed_stress_ahe_mrta_v3_r10t50_seed04,mixed_stress,ahe_mrta_v3,4,10,50,50,49,0,1,0.98,374.0,57.62,53.74,0.36,0.3469,238.26,0.8366,0.8673,0.1757,0.8208,320.63,4.01,0.5,28.32,25,0,0.0,gazebo,0,3,0.0612,
exp_mixed_stress_ahe_mrta_v3_r10t50_seed05,mixed_stress,ahe_mrta_v3,5,10,50,50,49,0,1,0.98,367.0,55.85,50.83,0.38,0.3673,262.16,0.8308,0.8612,0.1698,0.8018,185.12,4.41,0.54,26.5,27,0,0.0,gazebo,0,5,0.1,
exp_mixed_stress_big_mrta_r10t50_seed01,mixed_stress,big_mrta,1,10,50,50,31,0,19,0.62,375.0,137.32,40.71,0.38,0.0,177.43,0.7813,0.7641,0.271,0.7467,21.23,11.2,2.1875,0.36,70,0,0.0,gazebo,4,1,0.027,
exp_mixed_stress_big_mrta_r10t50_seed02,mixed_stress,big_mrta,2,10,50,50,33,0,17,0.66,384.0,124.74,34.52,0.36,0.0303,130.41,0.751,0.7573,0.2169,0.7281,69.13,11.09,2.0882,0.36,71,0,0.0,gazebo,3,1,0.0263,
exp_mixed_stress_big_mrta_r10t50_seed03,mixed_stress,big_mrta,3,10,50,50,36,0,14,0.72,380.0,109.83,37.87,0.3,0.0278,172.61,0.8416,0.8563,0.2907,0.8164,74.94,12.0,2.0541,0.32,76,0,0.0,gazebo,0,3,0.0789,
exp_mixed_stress_big_mrta_r10t50_seed04,mixed_stress,big_mrta,4,10,50,50,37,0,13,0.74,377.0,95.22,26.13,0.32,0.0811,151.26,0.9066,0.9259,0.4149,0.8872,12.23,12.1,2.0,0.31,76,0,0.0,gazebo,0,1,0.027,
exp_mixed_stress_big_mrta_r10t50_seed05,mixed_stress,big_mrta,5,10,50,50,37,0,13,0.74,382.0,92.37,33.26,0.3,0.0541,159.9,0.9313,0.9518,0.4975,0.9658,35.21,11.15,1.8684,0.33,71,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r10t50_seed01,mixed_stress,consensus_dbta,1,10,50,50,50,0,0,1.0,199.0,52.22,52.22,0.34,0.34,249.28,0.947,0.9846,0.4167,0.8356,27.21,1.21,0.0784,1.3,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r10t50_seed02,mixed_stress,consensus_dbta,2,10,50,50,49,0,1,0.98,373.0,52.35,47.82,0.32,0.3061,209.7,0.8425,0.8519,0.1821,0.7727,239.42,1.45,0.18,0.76,9,0,0.0,gazebo,0,4,0.08,
exp_mixed_stress_consensus_dbta_r10t50_seed03,mixed_stress,consensus_dbta,3,10,50,50,50,0,0,1.0,259.0,37.44,37.44,0.14,0.14,244.67,0.9398,0.955,0.3846,0.7616,31.71,0.93,0.0784,1.29,4,0,0.0,gazebo,0,1,0.02,
exp_mixed_stress_consensus_dbta_r10t50_seed04,mixed_stress,consensus_dbta,4,10,50,50,50,0,0,1.0,157.0,51.47,51.47,0.36,0.36,251.15,0.9191,0.9552,0.3125,0.9622,81.52,1.53,0.0784,1.54,4,0,0.0,gazebo,0,1,0.02,
exp_mixed_stress_consensus_dbta_r10t50_seed05,mixed_stress,consensus_dbta,5,10,50,50,46,0,4,0.92,371.0,79.48,60.13,0.54,0.5,244.41,0.7399,0.7417,0.1185,0.7446,247.42,2.1,0.2766,0.48,13,0,0.0,gazebo,1,4,0.0816,
exp_mixed_stress_rostam_ea_r10t50_seed01,mixed_stress,rostam_ea,1,10,50,50,50,0,0,1.0,210.0,52.36,52.36,0.3,0.3,316.68,0.9328,0.9259,0.3571,0.9276,38.61,1.14,0.0784,69.09,4,0,0.0,gazebo,0,1,0.02,
exp_mixed_stress_rostam_ea_r10t50_seed02,mixed_stress,rostam_ea,2,10,50,50,41,0,9,0.82,372.0,103.46,66.31,0.58,0.4878,277.81,0.7747,0.75,0.1698,0.7462,203.02,2.26,0.3333,34.44,14,0,0.0,gazebo,1,5,0.1136,
exp_mixed_stress_rostam_ea_r10t50_seed03,mixed_stress,rostam_ea,3,10,50,50,47,0,3,0.94,369.0,70.17,57.8,0.38,0.3404,309.33,0.8871,0.875,0.2625,0.8452,81.93,1.3,0.1667,46.82,8,0,0.0,gazebo,0,1,0.0208,
exp_mixed_stress_rostam_ea_r10t50_seed04,mixed_stress,rostam_ea,4,10,50,50,50,0,0,1.0,187.0,57.46,57.46,0.4,0.4,352.95,0.9542,0.9701,0.4545,0.9631,12.81,1.28,0.0784,70.45,4,0,0.0,gazebo,0,1,0.02,
exp_mixed_stress_rostam_ea_r10t50_seed05,mixed_stress,rostam_ea,5,10,50,50,42,0,8,0.84,366.0,94.8,58.23,0.5,0.4048,244.94,0.7475,0.7445,0.1437,0.7106,248.03,2.13,0.3023,40.02,13,0,0.0,gazebo,0,7,0.1591,
exp_robot_failure_ahe_mrta_v3_r10t50_seed01,robot_failure,ahe_mrta_v3,1,10,50,50,49,0,1,0.98,362.0,90.69,85.93,0.04,0.0204,310.12,0.8668,0.8773,0.2132,0.8343,168.43,4.64,0.56,26.11,28,0,0.0,gazebo,0,3,0.06,
exp_robot_failure_ahe_mrta_v3_r10t50_seed02,robot_failure,ahe_mrta_v3,2,10,50,50,50,0,0,1.0,213.0,86.21,86.21,0.0,0.0,349.33,0.9766,0.9937,0.625,0.902,132.72,5.35,0.3725,37.65,19,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r10t50_seed03,robot_failure,ahe_mrta_v3,3,10,50,50,47,0,3,0.94,367.0,133.6,121.19,0.18,0.1277,302.26,0.6293,0.6484,0.0714,0.6317,310.73,6.7,0.8542,17.23,41,0,0.0,gazebo,0,8,0.1667,
exp_robot_failure_ahe_mrta_v3_r10t50_seed04,robot_failure,ahe_mrta_v3,4,10,50,50,49,0,1,0.98,357.0,91.31,86.69,0.06,0.0408,304.65,0.8668,0.8773,0.2132,0.8231,259.61,3.87,0.46,29.66,23,0,0.0,gazebo,0,2,0.04,
exp_robot_failure_ahe_mrta_v3_r10t50_seed05,robot_failure,ahe_mrta_v3,5,10,50,50,49,0,1,0.98,368.0,93.64,89.39,0.04,0.0204,315.71,0.8425,0.8735,0.1821,0.8519,205.32,4.4,0.54,25.85,27,0,0.0,gazebo,0,2,0.04,
exp_robot_failure_big_mrta_r10t50_seed01,robot_failure,big_mrta,1,10,50,50,44,0,6,0.88,365.0,83.38,50.02,0.16,0.0455,170.97,0.8491,0.8386,0.2252,0.7939,81.62,12.0,1.6222,0.28,73,0,0.0,gazebo,1,3,0.0652,
exp_robot_failure_big_mrta_r10t50_seed02,robot_failure,big_mrta,2,10,50,50,50,0,0,1.0,160.0,55.24,55.24,0.0,0.0,208.83,0.9766,0.9937,0.625,0.8837,89.31,2.62,0.1373,1.06,7,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r10t50_seed03,robot_failure,big_mrta,3,10,50,50,50,0,0,1.0,143.0,58.99,58.99,0.02,0.02,208.21,0.9766,0.9796,0.625,0.918,33.94,4.62,0.2157,0.85,11,0,0.0,gazebo,0,1,0.02,
exp_robot_failure_big_mrta_r10t50_seed04,robot_failure,big_mrta,4,10,50,50,50,0,0,1.0,166.0,60.76,60.76,0.04,0.04,219.45,0.9766,0.9796,0.625,0.874,62.94,4.34,0.2353,0.84,12,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r10t50_seed05,robot_failure,big_mrta,5,10,50,50,50,0,0,1.0,173.0,64.9,64.9,0.0,0.0,256.79,0.9921,0.9962,0.8333,0.9157,36.61,0.69,0.0392,2.72,2,0,0.0,gazebo,0,1,0.02,
exp_robot_failure_consensus_dbta_r10t50_seed01,robot_failure,consensus_dbta,1,10,50,50,48,0,2,0.96,373.0,75.86,65.02,0.08,0.0417,192.2,0.8862,0.8742,0.2525,0.7967,233.42,1.13,0.1429,2.01,7,0,0.0,gazebo,0,4,0.0816,
exp_robot_failure_consensus_dbta_r10t50_seed02,robot_failure,consensus_dbta,2,10,50,50,48,0,2,0.96,367.0,86.02,77.1,0.1,0.0625,250.79,0.8727,0.8824,0.2294,0.82,295.41,1.14,0.1429,2.45,7,0,0.0,gazebo,0,5,0.1042,
exp_robot_failure_consensus_dbta_r10t50_seed03,robot_failure,consensus_dbta,3,10,50,50,47,0,3,0.94,357.0,97.3,83.08,0.08,0.0213,250.73,0.8399,0.8687,0.1919,0.8091,188.82,1.01,0.125,1.97,6,0,0.0,gazebo,0,2,0.0417,
exp_robot_failure_consensus_dbta_r10t50_seed04,robot_failure,consensus_dbta,4,10,50,50,47,0,3,0.94,367.0,75.83,59.73,0.06,0.0,195.69,0.8663,0.8744,0.2268,0.8413,180.01,1.14,0.1458,2.09,7,0,0.0,gazebo,0,3,0.0625,
exp_robot_failure_consensus_dbta_r10t50_seed05,robot_failure,consensus_dbta,5,10,50,50,50,0,0,1.0,135.0,69.11,69.11,0.02,0.02,227.7,0.9921,0.9962,0.8333,0.9448,57.32,0.89,0.0392,5.97,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r10t50_seed01,robot_failure,rostam_ea,1,10,50,50,40,0,10,0.8,377.0,120.12,65.14,0.24,0.05,196.42,0.7921,0.7742,0.1923,0.7519,67.31,1.59,0.2439,36.9,10,0,0.0,gazebo,2,2,0.0465,
exp_robot_failure_rostam_ea_r10t50_seed02,robot_failure,rostam_ea,2,10,50,50,46,0,4,0.92,371.0,93.77,73.05,0.12,0.0435,246.57,0.8015,0.8057,0.1603,0.8272,208.54,0.97,0.1277,52.96,6,0,0.0,gazebo,0,2,0.0426,
exp_robot_failure_rostam_ea_r10t50_seed03,robot_failure,rostam_ea,3,10,50,50,46,0,4,0.92,369.0,102.53,85.19,0.14,0.0652,264.95,0.8397,0.8674,0.1984,0.8623,198.61,0.98,0.1277,49.15,6,0,0.0,gazebo,0,3,0.0638,
exp_robot_failure_rostam_ea_r10t50_seed04,robot_failure,rostam_ea,4,10,50,50,47,0,3,0.94,363.0,107.35,95.18,0.18,0.1277,308.43,0.8595,0.8674,0.2169,0.8444,300.62,1.16,0.1458,50.09,7,0,0.0,gazebo,0,5,0.1064,
exp_robot_failure_rostam_ea_r10t50_seed05,robot_failure,rostam_ea,5,10,50,50,46,0,4,0.92,357.0,106.31,87.9,0.14,0.0652,294.77,0.8138,0.8185,0.1712,0.656,298.22,1.18,0.1489,51.1,7,0,0.0,gazebo,0,2,0.0426,
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed01,deadline_pressure,ahe_mrta_v3,1,5,25,25,25,0,0,1.0,164.0,76.56,76.56,0.36,0.36,141.62,0.969,0.969,0.5556,0.9622,0.0,7.32,0.7692,1.46,20,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed02,deadline_pressure,ahe_mrta_v3,2,5,25,25,25,0,0,1.0,169.0,81.34,81.34,0.24,0.24,165.25,0.9843,0.9843,0.7143,0.9859,0.0,8.52,0.9231,1.06,24,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed03,deadline_pressure,ahe_mrta_v3,3,5,25,25,25,0,0,1.0,154.0,83.16,83.16,0.4,0.4,146.95,0.969,0.969,0.5556,0.9886,0.0,9.35,0.9231,1.25,24,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed04,deadline_pressure,ahe_mrta_v3,4,5,25,25,25,0,0,1.0,168.0,72.79,72.79,0.2,0.2,139.39,0.969,0.969,0.5556,0.9628,0.0,7.5,0.8077,1.14,21,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed05,deadline_pressure,ahe_mrta_v3,5,5,25,25,25,0,0,1.0,191.0,75.13,75.13,0.28,0.28,158.04,0.9843,0.9843,0.7143,0.9584,0.0,7.23,0.8846,1.38,23,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed06,deadline_pressure,ahe_mrta_v3,6,5,25,25,25,0,0,1.0,183.0,90.08,90.08,0.36,0.36,180.45,0.9542,0.9542,0.4545,0.9793,0.0,8.85,1.0385,1.25,27,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed07,deadline_pressure,ahe_mrta_v3,7,5,25,25,25,0,0,1.0,124.0,61.57,61.57,0.24,0.24,114.42,0.9843,0.9843,0.7143,0.968,0.0,8.23,0.6538,1.24,17,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed08,deadline_pressure,ahe_mrta_v3,8,5,25,25,25,0,0,1.0,171.0,73.89,73.89,0.36,0.36,138.75,0.9843,0.9843,0.7143,0.9473,0.0,7.72,0.8462,1.22,22,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed09,deadline_pressure,ahe_mrta_v3,9,5,25,25,25,0,0,1.0,185.0,71.99,71.99,0.32,0.32,141.18,0.9843,0.9843,0.7143,0.9473,0.0,7.14,0.8462,1.29,22,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed10,deadline_pressure,ahe_mrta_v3,10,5,25,25,25,0,0,1.0,191.0,88.23,88.23,0.52,0.52,184.19,0.9259,0.9259,0.3333,0.994,0.0,7.85,0.9615,1.71,25,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed11,deadline_pressure,ahe_mrta_v3,11,5,25,25,25,0,0,1.0,159.0,81.39,81.39,0.52,0.52,154.99,0.9259,0.9259,0.3333,0.9969,0.0,9.06,0.9231,1.29,24,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed12,deadline_pressure,ahe_mrta_v3,12,5,25,25,25,0,0,1.0,194.0,86.99,86.99,0.44,0.44,188.54,0.9843,0.9843,0.7143,0.9921,0.0,8.97,1.1154,1.43,29,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed13,deadline_pressure,ahe_mrta_v3,13,5,25,25,25,0,0,1.0,193.0,91.07,91.07,0.44,0.44,194.93,0.9843,0.9843,0.7143,0.9806,0.0,8.7,1.0769,1.42,28,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed14,deadline_pressure,ahe_mrta_v3,14,5,25,25,25,0,0,1.0,207.0,83.76,83.76,0.4,0.4,169.03,0.9843,0.9843,0.7143,0.9544,0.0,8.12,1.0769,1.41,28,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed15,deadline_pressure,ahe_mrta_v3,15,5,25,25,25,0,0,1.0,183.0,78.72,78.72,0.36,0.36,160.07,0.9843,0.9843,0.7143,0.9742,0.0,8.52,1.0,1.31,26,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed16,deadline_pressure,ahe_mrta_v3,16,5,25,25,25,0,0,1.0,181.0,80.88,80.88,0.32,0.32,150.62,0.9843,0.9843,0.7143,0.9518,0.0,7.62,0.8846,1.51,23,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed17,deadline_pressure,ahe_mrta_v3,17,5,25,25,25,0,0,1.0,165.0,77.56,77.56,0.28,0.28,145.82,1.0,1.0,1.0,0.9758,0.0,8.73,0.9231,1.37,24,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed18,deadline_pressure,ahe_mrta_v3,18,5,25,25,25,0,0,1.0,155.0,74.24,74.24,0.32,0.32,144.47,0.9843,0.9843,0.7143,0.9915,0.0,9.68,0.9615,1.18,25,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed19,deadline_pressure,ahe_mrta_v3,19,5,25,25,25,0,0,1.0,165.0,66.11,66.11,0.24,0.24,147.83,0.9542,0.9542,0.4545,0.963,0.0,7.64,0.8077,1.24,21,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_ahe_mrta_v3_r5t25_seed20,deadline_pressure,ahe_mrta_v3,20,5,25,25,25,0,0,1.0,159.0,74.25,74.25,0.4,0.4,135.98,0.9843,0.9843,0.7143,0.9494,0.0,7.55,0.7692,1.51,20,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed01,deadline_pressure,big_mrta,1,5,25,25,16,0,9,0.64,900.0,347.94,52.59,0.44,0.125,88.83,0.9846,0.9846,0.8621,0.9008,0.0,12.0,10.5882,0.15,180,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed02,deadline_pressure,big_mrta,2,5,25,25,18,0,7,0.72,900.0,280.72,51.16,0.36,0.1111,76.62,0.9529,0.9529,0.6098,0.8568,0.0,12.07,9.5263,0.14,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed03,deadline_pressure,big_mrta,3,5,25,25,19,0,6,0.76,900.0,249.49,52.59,0.28,0.0526,88.1,0.989,0.989,0.8621,0.9916,0.0,12.0,9.0,0.13,180,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed04,deadline_pressure,big_mrta,4,5,25,25,17,0,8,0.68,900.0,314.74,52.5,0.36,0.0588,85.68,0.9797,0.9797,0.8065,0.873,0.0,12.07,10.0556,0.14,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed05,deadline_pressure,big_mrta,5,5,25,25,16,0,9,0.64,900.0,341.61,43.82,0.4,0.0625,71.85,0.9846,0.9846,0.8621,0.8744,0.0,12.07,10.6471,0.15,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed06,deadline_pressure,big_mrta,6,5,25,25,18,0,7,0.72,900.0,280.98,51.53,0.36,0.1111,80.91,0.9,0.9,0.4098,0.8954,0.0,12.07,9.5263,0.14,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed07,deadline_pressure,big_mrta,7,5,25,25,19,0,6,0.76,900.0,249.95,53.19,0.28,0.0526,83.01,0.989,0.989,0.8621,0.9549,0.0,12.0,9.0,0.14,180,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed08,deadline_pressure,big_mrta,8,5,25,25,17,0,8,0.68,900.0,311.62,47.91,0.36,0.0588,71.69,0.9475,0.9475,0.6098,0.9644,0.0,12.07,10.0556,0.14,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed09,deadline_pressure,big_mrta,9,5,25,25,16,0,9,0.64,900.0,345.38,49.15,0.4,0.0625,79.51,0.9846,0.9846,0.8621,0.9238,0.0,12.07,10.6471,0.15,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed10,deadline_pressure,big_mrta,10,5,25,25,16,0,9,0.64,900.0,344.87,48.92,0.36,0.0,81.29,0.9846,0.9846,0.8621,0.9497,0.0,12.07,10.6471,0.15,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed11,deadline_pressure,big_mrta,11,5,25,25,16,0,9,0.64,900.0,341.67,43.36,0.4,0.0625,70.69,0.9846,0.9846,0.8621,0.9754,0.0,12.07,10.6471,0.15,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed12,deadline_pressure,big_mrta,12,5,25,25,15,0,10,0.6,900.0,379.49,51.82,0.44,0.0667,88.44,1.0,1.0,1.0,0.9857,0.0,12.07,11.3125,0.16,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed13,deadline_pressure,big_mrta,13,5,25,25,15,0,10,0.6,900.0,380.48,53.47,0.48,0.1333,90.68,1.0,1.0,1.0,0.9099,0.0,12.07,11.3125,0.15,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed14,deadline_pressure,big_mrta,14,5,25,25,13,0,12,0.52,900.0,440.39,41.99,0.52,0.0769,62.13,0.9657,0.9657,0.8065,0.952,0.0,12.07,12.9286,0.17,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed15,deadline_pressure,big_mrta,15,5,25,25,18,0,7,0.72,900.0,290.53,64.79,0.52,0.3333,111.08,0.9818,0.9818,0.8065,0.8795,0.0,12.07,9.5263,0.14,181,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed16,deadline_pressure,big_mrta,16,5,25,25,17,0,8,0.68,900.0,316.47,55.99,0.48,0.2353,81.02,0.9797,0.9797,0.8065,0.8892,0.0,12.0,10.0,0.15,180,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed17,deadline_pressure,big_mrta,17,5,25,25,18,0,7,0.72,900.0,284.24,56.45,0.36,0.1111,82.48,0.9818,0.9818,0.8065,0.9916,0.0,12.0,9.4737,0.14,180,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed18,deadline_pressure,big_mrta,18,5,25,25,16,0,9,0.64,900.0,346.41,51.89,0.36,0.0,75.77,0.9481,0.9481,0.641,0.9319,0.0,12.0,10.5882,0.15,180,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed19,deadline_pressure,big_mrta,19,5,25,25,16,0,9,0.64,900.0,346.32,51.74,0.36,0.0,74.2,0.9846,0.9846,0.8621,0.9605,0.0,12.0,10.5882,0.15,180,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_big_mrta_r5t25_seed20,deadline_pressure,big_mrta,20,5,25,25,16,0,9,0.64,900.0,347.29,53.26,0.52,0.25,82.49,0.9846,0.9846,0.8621,0.989,0.0,12.0,10.5882,0.15,180,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_consensus_dbta_r5t25_seed01,deadline_pressure,consensus_dbta,1,5,25,25,25,0,0,1.0,166.0,90.46,90.46,0.6,0.6,170.12,1.0,1.0,1.0,0.9846,0.0,0.36,0.0385,1.74,1,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_consensus_dbta_r5t25_seed02,deadline_pressure,consensus_dbta,2,5,25,25,25,0,0,1.0,149.0,67.05,67.05,0.28,0.28,115.15,1.0,1.0,1.0,0.9044,0.0,0.4,0.0385,2.83,1,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_consensus_dbta_r5t25_seed03,deadline_pressure,consensus_dbta,3,5,25,25,25,0,0,1.0,125.0,64.19,64.19,0.28,0.28,121.34,1.0,1.0,1.0,0.9814,0.0,0.48,0.0385,2.82,1,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_consensus_dbta_r5t25_seed04,deadline_pressure,consensus_dbta,4,5,25,25,25,0,0,1.0,139.0,66.17,66.17,0.24,0.24,127.53,1.0,1.0,1.0,0.96,0.0,0.43,0.0385,2.72,1,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_consensus_dbta_r5t25_seed05,deadline_pressure,consensus_dbta,5,5,25,25,25,0,0,1.0,173.0,70.7,70.7,0.36,0.36,128.12,1.0,1.0,1.0,0.8994,0.0,0.35,0.0385,2.7,1,0,0.0,gazebo,0,0,0.0,0.0
exp_deadline_pressure_consensus_dbta_r5t25_seed06,deadline_pressure,consensus_dbta,6,5,25,25,25,0,0,1.0,134.0,62.2,62.2,0.4,0.4,113.1,1.0,1.0,1.0,0.851,0.0,0.45,0.0385,1.92,1,0,0.0,gazebo,0,0,0.0,0.0
