experiment_id,scenario,strategy,seed,robot_count,target_count,tasks_total,tasks_completed,tasks_failed,tasks_remaining,task_completion_rate,makespan_s,average_task_delay,average_task_delay_completed,deadline_violation_rate,deadline_violation_rate_completed,total_travel_distance,workload_balance,workload_balance_active,workload_balance_legacy_variance,travel_distance_balance,failure_recovery_time,replanning_frequency,allocation_instability,mean_decision_latency_ms,communication_messages,communication_bytes,rosbag_size_mb,source,exec_preemptions,task_redispatch,redispatch_per_task,failure_recovery_time_censored
exp_deadline_pressure_ahe_mrta_v3_r3t9_seed01,deadline_pressure,ahe_mrta_v3,1,3,9,9,9,0,0,1.0,104.0,52.71,52.71,0.4444,0.4444,49.45,1.0,1.0,1.0,0.9272,0.0,8.08,1.4,20.17,14,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t9_seed02,deadline_pressure,ahe_mrta_v3,2,3,9,9,9,0,0,1.0,120.0,63.06,63.06,0.1111,0.1111,61.67,0.931,0.931,0.6,0.9696,0.0,8.0,1.6,16.61,16,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t9_seed03,deadline_pressure,ahe_mrta_v3,3,3,9,9,9,0,0,1.0,134.0,53.93,53.93,0.1111,0.1111,63.5,1.0,1.0,1.0,0.9071,0.0,5.37,1.2,19.08,12,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t9_seed04,deadline_pressure,ahe_mrta_v3,4,3,9,9,9,0,0,1.0,82.0,41.96,41.96,0.1111,0.1111,44.91,1.0,1.0,1.0,0.9766,0.0,8.78,1.2,21.25,12,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t9_seed05,deadline_pressure,ahe_mrta_v3,5,3,9,9,9,0,0,1.0,112.0,55.01,55.01,0.2222,0.2222,55.87,1.0,1.0,1.0,0.9547,0.0,6.96,1.3,19.36,13,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t9_seed01,deadline_pressure,big_mrta,1,3,9,9,6,0,3,0.6667,900.0,318.8,41.2,0.3333,0.0,35.9,1.0,1.0,1.0,0.9626,0.0,12.0,25.7143,0.08,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t9_seed02,deadline_pressure,big_mrta,2,3,9,9,7,0,2,0.7778,900.0,230.29,46.37,0.2222,0.0,41.27,0.9608,0.9608,0.8182,0.9402,0.0,12.0,22.5,0.08,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t9_seed03,deadline_pressure,big_mrta,3,3,9,9,6,0,3,0.6667,900.0,316.56,37.84,0.3333,0.0,35.16,1.0,1.0,1.0,0.9485,0.0,12.0,25.7143,0.08,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t9_seed04,deadline_pressure,big_mrta,4,3,9,9,8,0,1,0.8889,900.0,124.86,31.22,0.1111,0.0,22.83,0.8889,0.8889,0.5294,0.9794,0.0,12.0,20.0,0.07,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t9_seed05,deadline_pressure,big_mrta,5,3,9,9,7,0,2,0.7778,900.0,222.72,36.65,0.2222,0.0,32.13,0.9608,0.9608,0.8182,0.8946,0.0,12.0,22.5,0.07,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t9_seed01,deadline_pressure,consensus_dbta,1,3,9,9,9,0,0,1.0,96.0,55.01,55.01,0.5556,0.5556,50.53,1.0,1.0,1.0,0.9571,0.0,0.62,0.1,0.34,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t9_seed02,deadline_pressure,consensus_dbta,2,3,9,9,9,0,0,1.0,112.0,54.17,54.17,0.1111,0.1111,53.62,1.0,1.0,1.0,0.9191,0.0,0.54,0.1,0.58,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t9_seed03,deadline_pressure,consensus_dbta,3,3,9,9,9,0,0,1.0,121.0,59.07,59.07,0.2222,0.2222,64.74,1.0,1.0,1.0,0.9498,0.0,0.5,0.1,0.57,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t9_seed04,deadline_pressure,consensus_dbta,4,3,9,9,9,0,0,1.0,100.0,36.37,36.37,0.1111,0.1111,40.13,1.0,1.0,1.0,0.7988,0.0,0.6,0.1,0.53,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t9_seed05,deadline_pressure,consensus_dbta,5,3,9,9,9,0,0,1.0,68.0,37.16,37.16,0.0,0.0,34.16,1.0,1.0,1.0,0.9275,0.0,0.88,0.1,0.48,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t9_seed01,deadline_pressure,rostam_ea,1,3,9,9,9,0,0,1.0,87.0,53.41,53.41,0.3333,0.3333,47.82,1.0,1.0,1.0,0.9771,0.0,0.69,0.1,38.97,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t9_seed02,deadline_pressure,rostam_ea,2,3,9,9,9,0,0,1.0,62.0,38.85,38.85,0.0,0.0,34.21,1.0,1.0,1.0,0.9867,0.0,0.97,0.1,39.18,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t9_seed03,deadline_pressure,rostam_ea,3,3,9,9,9,0,0,1.0,86.0,49.3,49.3,0.2222,0.2222,52.15,1.0,1.0,1.0,0.9959,0.0,0.7,0.1,35.84,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t9_seed04,deadline_pressure,rostam_ea,4,3,9,9,9,0,0,1.0,74.0,37.58,37.58,0.1111,0.1111,41.36,1.0,1.0,1.0,0.9695,0.0,0.81,0.1,55.81,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t9_seed05,deadline_pressure,rostam_ea,5,3,9,9,9,0,0,1.0,90.0,48.66,48.66,0.2222,0.2222,41.68,0.931,0.931,0.6,0.8933,0.0,0.67,0.1,38.08,1,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_ahe_mrta_v3_r3t9_seed01,mixed_stress,ahe_mrta_v3,1,3,9,9,9,0,0,1.0,156.0,51.42,51.42,0.3333,0.3333,71.83,0.931,0.98,0.6,0.8266,0.75,6.92,1.8,13.96,18,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_ahe_mrta_v3_r3t9_seed02,mixed_stress,ahe_mrta_v3,2,3,9,9,9,0,0,1.0,144.0,44.56,44.56,0.3333,0.3333,64.24,0.931,0.98,0.6,0.9182,26.15,3.33,0.8,29.57,8,0,0.0,gazebo,0,1,0.1111,
exp_mixed_stress_ahe_mrta_v3_r3t9_seed03,mixed_stress,ahe_mrta_v3,3,3,9,9,9,0,0,1.0,142.0,52.88,52.88,0.3333,0.3333,69.27,0.931,0.98,0.6,0.8683,86.53,4.65,1.1,24.24,11,0,0.0,gazebo,0,1,0.1111,
exp_mixed_stress_ahe_mrta_v3_r3t9_seed04,mixed_stress,ahe_mrta_v3,4,3,9,9,9,0,0,1.0,169.0,39.03,39.03,0.2222,0.2222,64.27,0.931,0.98,0.6,0.7755,6.55,2.13,0.6,40.04,6,0,0.0,gazebo,0,1,0.1111,
exp_mixed_stress_ahe_mrta_v3_r3t9_seed05,mixed_stress,ahe_mrta_v3,5,3,9,9,9,0,0,1.0,144.0,36.97,36.97,0.3333,0.3333,58.24,0.8182,0.8448,0.3333,0.8066,0.0,5.0,1.2,23.59,12,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t9_seed01,mixed_stress,big_mrta,1,3,9,9,6,0,3,0.6667,900.0,298.74,36.11,0.3333,0.0,56.56,0.8571,0.8,0.6,0.9406,19.25,11.67,25.0,0.08,175,0,0.0,gazebo,0,1,0.1667,
exp_mixed_stress_big_mrta_r3t9_seed02,mixed_stress,big_mrta,2,3,9,9,8,0,1,0.8889,900.0,122.99,32.87,0.1111,0.0,41.2,0.9697,1.0,0.8182,0.8558,0.0,11.67,19.4444,0.07,175,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t9_seed03,mixed_stress,big_mrta,3,3,9,9,7,0,2,0.7778,900.0,212.49,40.63,0.2222,0.0,55.82,0.9608,0.9615,0.8182,0.9841,23.75,11.4,21.375,0.07,171,0,0.0,gazebo,0,1,0.1429,
exp_mixed_stress_big_mrta_r3t9_seed04,mixed_stress,big_mrta,4,3,9,9,8,0,1,0.8889,900.0,120.43,33.73,0.2222,0.125,56.52,0.9697,1.0,0.8182,0.8252,9.65,11.4,19.0,0.07,171,0,0.0,gazebo,0,1,0.125,
exp_mixed_stress_big_mrta_r3t9_seed05,mixed_stress,big_mrta,5,3,9,9,6,0,3,0.6667,900.0,291.88,25.82,0.3333,0.0,29.58,0.8571,0.8,0.6,0.9106,0.0,11.67,25.0,0.07,175,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t9_seed01,mixed_stress,consensus_dbta,1,3,9,9,9,0,0,1.0,196.0,58.13,58.13,0.4444,0.4444,93.59,0.931,0.98,0.6,0.8548,18.85,1.22,0.4,0.16,4,0,0.0,gazebo,0,1,0.1111,
exp_mixed_stress_consensus_dbta_r3t9_seed02,mixed_stress,consensus_dbta,2,3,9,9,9,0,0,1.0,132.0,44.28,44.28,0.3333,0.3333,72.97,0.931,0.98,0.6,0.9246,20.16,1.82,0.4,0.13,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t9_seed03,mixed_stress,consensus_dbta,3,3,9,9,9,0,0,1.0,196.0,62.06,62.06,0.3333,0.3333,86.51,0.931,0.98,0.6,0.8576,32.14,1.22,0.4,0.14,4,0,0.0,gazebo,0,1,0.1111,
exp_mixed_stress_consensus_dbta_r3t9_seed04,mixed_stress,consensus_dbta,4,3,9,9,9,0,0,1.0,148.0,38.26,38.26,0.2222,0.2222,68.71,0.931,0.98,0.6,0.8883,22.53,1.62,0.4,0.13,4,0,0.0,gazebo,0,1,0.1111,
exp_mixed_stress_consensus_dbta_r3t9_seed05,mixed_stress,consensus_dbta,5,3,9,9,9,0,0,1.0,160.0,39.09,39.09,0.4444,0.4444,63.89,1.0,1.0,1.0,0.8694,30.54,1.5,0.4,0.13,4,0,0.0,gazebo,0,1,0.1111,
exp_mixed_stress_rostam_ea_r3t9_seed01,mixed_stress,rostam_ea,1,3,9,9,9,0,0,1.0,122.0,38.69,38.69,0.3333,0.3333,55.32,0.931,0.98,0.6,0.9669,0.0,1.97,0.4,25.73,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t9_seed02,mixed_stress,rostam_ea,2,3,9,9,9,0,0,1.0,116.0,37.58,37.58,0.2222,0.2222,55.72,0.931,0.9,0.6,0.9334,0.0,2.07,0.4,20.41,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t9_seed03,mixed_stress,rostam_ea,3,3,9,9,9,0,0,1.0,124.0,46.69,46.69,0.1111,0.1111,77.21,1.0,1.0,1.0,0.9942,23.23,1.94,0.4,25.46,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t9_seed04,mixed_stress,rostam_ea,4,3,9,9,9,0,0,1.0,108.0,28.76,28.76,0.1111,0.1111,43.44,0.931,0.9,0.6,0.8689,22.55,2.22,0.4,27.78,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t9_seed05,mixed_stress,rostam_ea,5,3,9,9,9,0,0,1.0,100.0,33.81,33.81,0.4444,0.4444,56.05,0.931,0.9615,0.6,0.9915,17.94,2.4,0.4,28.54,4,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t9_seed01,robot_failure,ahe_mrta_v3,1,3,9,9,9,0,0,1.0,186.0,75.65,75.65,0.0,0.0,77.24,0.931,0.98,0.6,0.7818,140.19,3.87,1.2,22.35,12,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t9_seed02,robot_failure,ahe_mrta_v3,2,3,9,9,9,0,0,1.0,122.0,62.27,62.27,0.0,0.0,63.0,0.931,0.98,0.6,0.9693,71.74,5.41,1.1,24.01,11,0,0.0,gazebo,0,1,0.1111,
exp_robot_failure_ahe_mrta_v3_r3t9_seed03,robot_failure,ahe_mrta_v3,3,3,9,9,9,0,0,1.0,120.0,72.8,72.8,0.0,0.0,65.78,0.931,0.98,0.6,0.9465,68.95,7.0,1.4,17.47,14,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t9_seed04,robot_failure,ahe_mrta_v3,4,3,9,9,9,0,0,1.0,94.0,40.67,40.67,0.0,0.0,48.78,0.931,0.98,0.6,0.9581,46.75,3.83,0.6,41.28,6,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_ahe_mrta_v3_r3t9_seed05,robot_failure,ahe_mrta_v3,5,3,9,9,9,0,0,1.0,114.0,60.28,60.28,0.0,0.0,71.55,0.931,0.98,0.6,0.9942,67.53,5.26,1.0,23.58,10,0,0.0,gazebo,0,1,0.1111,
exp_robot_failure_big_mrta_r3t9_seed01,robot_failure,big_mrta,1,3,9,9,9,0,0,1.0,86.0,52.5,52.5,0.0,0.0,49.74,1.0,1.0,1.0,0.9755,16.14,1.4,0.2,0.3,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t9_seed02,robot_failure,big_mrta,2,3,9,9,9,0,0,1.0,198.0,67.29,67.29,0.0,0.0,82.7,0.931,0.98,0.6,0.8012,57.15,0.61,0.2,0.22,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t9_seed03,robot_failure,big_mrta,3,3,9,9,8,0,1,0.8889,900.0,138.34,46.38,0.1111,0.0,61.17,0.9697,1.0,0.8182,0.8983,24.05,11.4,19.0,0.07,171,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_big_mrta_r3t9_seed04,robot_failure,big_mrta,4,3,9,9,9,0,0,1.0,64.0,31.47,31.47,0.0,0.0,35.88,1.0,1.0,1.0,0.9753,10.74,1.88,0.2,0.3,2,0,0.0,gazebo,0,1,0.1111,
exp_robot_failure_big_mrta_r3t9_seed05,robot_failure,big_mrta,5,3,9,9,9,0,0,1.0,68.0,37.13,37.13,0.0,0.0,34.19,1.0,1.0,1.0,0.9275,0.0,1.76,0.2,0.18,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t9_seed01,robot_failure,consensus_dbta,1,3,9,9,9,0,0,1.0,132.0,75.74,75.74,0.2222,0.2222,76.86,0.931,0.98,0.6,0.97,76.84,0.91,0.2,0.33,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t9_seed02,robot_failure,consensus_dbta,2,3,9,9,9,0,0,1.0,118.0,55.48,55.48,0.0,0.0,52.56,1.0,1.0,1.0,0.8635,4.05,1.02,0.2,0.25,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t9_seed03,robot_failure,consensus_dbta,3,3,9,9,9,0,0,1.0,120.0,58.06,58.06,0.0,0.0,72.45,1.0,1.0,1.0,0.9872,45.03,1.0,0.2,0.31,2,0,0.0,gazebo,0,1,0.1111,
exp_robot_failure_consensus_dbta_r3t9_seed04,robot_failure,consensus_dbta,4,3,9,9,9,0,0,1.0,68.0,36.43,36.43,0.0,0.0,39.39,1.0,1.0,1.0,0.9825,6.95,1.76,0.2,0.29,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_consensus_dbta_r3t9_seed05,robot_failure,consensus_dbta,5,3,9,9,9,0,0,1.0,68.0,37.15,37.15,0.0,0.0,34.15,1.0,1.0,1.0,0.9275,0.0,1.76,0.2,0.26,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t9_seed01,robot_failure,rostam_ea,1,3,9,9,9,0,0,1.0,94.0,59.46,59.46,0.0,0.0,56.73,1.0,1.0,1.0,0.9926,34.85,1.28,0.2,42.45,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t9_seed02,robot_failure,rostam_ea,2,3,9,9,9,0,0,1.0,71.0,41.11,41.11,0.0,0.0,35.71,1.0,1.0,1.0,0.9727,0.24,1.69,0.2,23.69,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t9_seed03,robot_failure,rostam_ea,3,3,9,9,9,0,0,1.0,98.0,50.81,50.81,0.0,0.0,49.21,1.0,1.0,1.0,0.9328,26.8,1.22,0.2,32.09,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t9_seed04,robot_failure,rostam_ea,4,3,9,9,9,0,0,1.0,70.0,37.07,37.07,0.0,0.0,40.72,0.931,0.98,0.6,0.9906,7.03,1.71,0.2,35.15,2,0,0.0,gazebo,0,0,0.0,
exp_robot_failure_rostam_ea_r3t9_seed05,robot_failure,rostam_ea,5,3,9,9,9,0,0,1.0,68.0,37.15,37.15,0.0,0.0,34.15,1.0,1.0,1.0,0.9276,10.55,1.76,0.2,35.81,2,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t15_seed01,deadline_pressure,ahe_mrta_v3,1,3,15,15,15,0,0,1.0,210.0,93.94,93.94,0.4667,0.4667,118.71,1.0,1.0,1.0,0.9811,0.0,8.57,1.875,8.74,30,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t15_seed02,deadline_pressure,ahe_mrta_v3,2,3,15,15,15,0,0,1.0,222.0,93.16,93.16,0.2667,0.2667,118.9,1.0,1.0,1.0,0.9637,0.0,7.57,1.75,9.42,28,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t15_seed03,deadline_pressure,ahe_mrta_v3,3,3,15,15,15,0,0,1.0,152.0,82.18,82.18,0.2667,0.2667,93.0,0.974,0.974,0.6,0.9955,0.0,9.47,1.5,10.04,24,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t15_seed04,deadline_pressure,ahe_mrta_v3,4,3,15,15,15,0,0,1.0,153.0,65.45,65.45,0.2,0.2,87.64,0.974,0.974,0.6,0.9763,0.0,5.88,0.9375,17.91,15,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_ahe_mrta_v3_r3t15_seed05,deadline_pressure,ahe_mrta_v3,5,3,15,15,15,0,0,1.0,150.0,72.3,72.3,0.2667,0.2667,89.38,1.0,1.0,1.0,0.9941,0.0,8.0,1.25,12.99,20,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t15_seed01,deadline_pressure,big_mrta,1,3,15,15,8,0,7,0.5333,900.0,429.84,41.2,0.4667,0.0,36.79,0.9697,0.9697,0.8182,0.9668,0.0,12.0,20.0,0.08,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t15_seed02,deadline_pressure,big_mrta,2,3,15,15,10,0,5,0.6667,900.0,322.93,47.39,0.3333,0.0,58.38,0.9804,0.9804,0.8182,0.9746,0.0,12.0,16.3636,0.09,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t15_seed03,deadline_pressure,big_mrta,3,3,15,15,9,0,6,0.6,900.0,373.87,40.45,0.4,0.0,36.26,0.931,0.931,0.6,0.977,0.0,12.0,18.0,0.08,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t15_seed04,deadline_pressure,big_mrta,4,3,15,15,9,0,6,0.6,900.0,373.36,39.61,0.4,0.0,43.08,0.931,0.931,0.6,0.9467,0.0,12.0,18.0,0.09,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_big_mrta_r3t15_seed05,deadline_pressure,big_mrta,5,3,15,15,11,0,4,0.7333,900.0,267.71,47.24,0.2667,0.0,48.36,0.9837,0.9837,0.8182,0.9786,0.0,12.0,15.0,0.08,180,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t15_seed01,deadline_pressure,consensus_dbta,1,3,15,15,15,0,0,1.0,160.0,75.98,75.98,0.4667,0.4667,83.09,1.0,1.0,1.0,0.9555,0.0,0.38,0.0625,0.95,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t15_seed02,deadline_pressure,consensus_dbta,2,3,15,15,15,0,0,1.0,194.0,72.5,72.5,0.2667,0.2667,82.81,1.0,1.0,1.0,0.8183,0.0,0.31,0.0625,0.61,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t15_seed03,deadline_pressure,consensus_dbta,3,3,15,15,15,0,0,1.0,142.0,82.02,82.02,0.5333,0.5333,85.75,1.0,1.0,1.0,0.9834,0.0,0.42,0.0625,0.93,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t15_seed04,deadline_pressure,consensus_dbta,4,3,15,15,15,0,0,1.0,126.0,69.53,69.53,0.4,0.4,80.42,1.0,1.0,1.0,0.9999,0.0,0.48,0.0625,0.85,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_consensus_dbta_r3t15_seed05,deadline_pressure,consensus_dbta,5,3,15,15,15,0,0,1.0,102.0,52.14,52.14,0.2,0.2,54.4,1.0,1.0,1.0,0.9771,0.0,0.59,0.0625,0.59,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t15_seed01,deadline_pressure,rostam_ea,1,3,15,15,15,0,0,1.0,186.0,84.39,84.39,0.4667,0.4667,95.83,0.974,0.974,0.6,0.9327,0.0,0.32,0.0625,47.51,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t15_seed02,deadline_pressure,rostam_ea,2,3,15,15,15,0,0,1.0,150.0,81.13,81.13,0.4667,0.4667,81.38,0.974,0.974,0.6,0.9684,0.0,0.4,0.0625,44.91,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t15_seed03,deadline_pressure,rostam_ea,3,3,15,15,15,0,0,1.0,102.0,54.58,54.58,0.2,0.2,58.03,1.0,1.0,1.0,0.9779,0.0,0.59,0.0625,44.22,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t15_seed04,deadline_pressure,rostam_ea,4,3,15,15,15,0,0,1.0,158.0,66.18,66.18,0.3333,0.3333,74.15,0.9036,0.9036,0.2727,0.907,0.0,0.38,0.0625,42.11,1,0,0.0,gazebo,0,0,0.0,
exp_deadline_pressure_rostam_ea_r3t15_seed05,deadline_pressure,rostam_ea,5,3,15,15,15,0,0,1.0,118.0,59.7,59.7,0.2,0.2,67.86,0.974,0.974,0.6,0.9821,0.0,0.51,0.0625,47.16,1,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_ahe_mrta_v3_r3t15_seed01,mixed_stress,ahe_mrta_v3,1,3,15,15,15,0,0,1.0,248.0,83.15,83.15,0.5333,0.5333,117.33,0.8427,0.9941,0.1765,0.822,17.25,9.92,2.5625,6.05,41,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_ahe_mrta_v3_r3t15_seed02,mixed_stress,ahe_mrta_v3,2,3,15,15,15,0,0,1.0,225.0,76.04,76.04,0.2667,0.2667,116.82,0.8427,0.9941,0.1765,0.902,48.75,7.47,1.75,9.19,28,0,0.0,gazebo,0,1,0.0667,
exp_mixed_stress_ahe_mrta_v3_r3t15_seed03,mixed_stress,ahe_mrta_v3,3,3,15,15,15,0,0,1.0,244.0,90.63,90.63,0.4667,0.4667,128.84,0.8427,0.9941,0.1765,0.8728,43.59,10.33,2.625,6.27,42,0,0.0,gazebo,0,1,0.0667,
exp_mixed_stress_ahe_mrta_v3_r3t15_seed04,mixed_stress,ahe_mrta_v3,4,3,15,15,15,0,0,1.0,172.0,45.12,45.12,0.2667,0.2667,78.7,0.8065,0.9494,0.1429,0.8019,52.85,8.02,1.4375,10.88,23,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_ahe_mrta_v3_r3t15_seed05,mixed_stress,ahe_mrta_v3,5,3,15,15,15,0,0,1.0,216.0,67.2,67.2,0.4667,0.4667,95.6,0.9036,0.973,0.2727,0.85,23.45,7.5,1.6875,10.06,27,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t15_seed01,mixed_stress,big_mrta,1,3,15,15,9,0,6,0.6,900.0,358.31,44.51,0.4,0.0,52.33,0.931,0.98,0.6,0.9422,46.46,11.67,17.5,0.08,175,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t15_seed02,mixed_stress,big_mrta,2,3,15,15,11,0,4,0.7333,900.0,247.24,41.14,0.2667,0.0,56.77,0.938,0.9412,0.5294,0.932,36.65,11.4,14.25,0.07,171,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t15_seed03,mixed_stress,big_mrta,3,3,15,15,9,0,6,0.6,900.0,357.96,43.94,0.4,0.0,67.24,0.931,0.98,0.6,0.9539,68.95,12.0,18.0,0.08,180,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_big_mrta_r3t15_seed04,mixed_stress,big_mrta,4,3,15,15,10,0,5,0.6667,900.0,292.58,28.87,0.4,0.1,54.77,0.9259,1.0,0.5294,0.9838,43.76,11.67,15.9091,0.08,175,0,0.0,gazebo,0,1,0.1,
exp_mixed_stress_big_mrta_r3t15_seed05,mixed_stress,big_mrta,5,3,15,15,8,0,7,0.5333,900.0,411.99,45.24,0.5333,0.125,60.71,0.9697,1.0,0.8182,0.7835,0.0,12.0,20.0,0.08,180,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t15_seed01,mixed_stress,consensus_dbta,1,3,15,15,15,0,0,1.0,202.0,65.8,65.8,0.5333,0.5333,91.21,0.8427,0.9941,0.1765,0.8239,113.55,1.19,0.25,0.24,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t15_seed02,mixed_stress,consensus_dbta,2,3,15,15,15,0,0,1.0,234.0,79.75,79.75,0.4667,0.4667,109.02,0.8427,0.9941,0.1765,0.7952,109.95,1.03,0.25,0.19,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t15_seed03,mixed_stress,consensus_dbta,3,3,15,15,15,0,0,1.0,196.0,62.6,62.6,0.4667,0.4667,104.11,0.8427,0.9941,0.1765,0.9015,91.95,1.53,0.3125,0.22,5,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t15_seed04,mixed_stress,consensus_dbta,4,3,15,15,15,0,0,1.0,198.0,60.23,60.23,0.3333,0.3333,94.82,0.9259,1.0,0.3333,0.8291,96.95,1.21,0.25,0.19,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_consensus_dbta_r3t15_seed05,mixed_stress,consensus_dbta,5,3,15,15,15,0,0,1.0,174.0,63.22,63.22,0.6,0.6,88.56,0.9036,0.973,0.2727,0.8608,22.45,1.38,0.25,0.17,4,0,0.0,gazebo,0,0,0.0,
exp_mixed_stress_rostam_ea_r3t15_seed01,mixed_stress,rostam_ea,1,3,15,15,15,0,0,1.0,172.0,60.9,60.9,0.4667,0.4667,104.34,0.974,0.9878,0.6,0.9785,75.02,1.4,0.25,33.56,4,0,0.0,gazebo,0,0,0.0,
